deviceName,deviceID,meteID,meteCode,meteKind,meteName,meteNo,deviceType,deviceTypeName,roomName,meteType,meteKindName
"device_name","device_id","mete_id","mete_code","mete_kind","mete_name","mete_no","device_type","dict_note","precinct_name","mete_kind","mete_kind_name"
"高压配电柜","00713006000000201901","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房2","1","遥测"
"高压配电柜","00713006000000201901","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房2","1","遥测"
"高压配电柜","00713006000000201901","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房2","1","遥测"
"低压交流配电","00713006000000201902","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房2","1","遥测"
"低压交流配电","00713006000000201902","6200200002307000001","002307","2","有功功率Pa","0","2","低压交流配电","性能采集机房2","1","遥测"
"低压交流配电","00713006000000201902","6200200002311000001","002311","2","B相功率因数","0","2","低压交流配电","性能采集机房2","1","遥测"
"变压器","00713006000000201903","6200300003301000001","003301","2","A相温度","0","3","变压器","性能采集机房2","1","遥测"
"变压器","00713006000000201903","6200300003302000001","003302","2","B相温度","0","3","变压器","性能采集机房2","1","遥测"
"变压器","00713006000000201903","6200300003303000001","003303","2","C相温度","0","3","变压器","性能采集机房2","1","遥测"
"低压直流配电","00713006000000201904","6200400004305000001","004305","2","输入XX电能","0","4","低压直流配电","性能采集机房2","1","遥测"
"低压直流配电","00713006000000201904","6200400004306000001","004306","2","分路XX电能","0","4","低压直流配电","性能采集机房2","1","遥测"
"低压直流配电","00713006000000201904","6200400004307000001","004307","2","分路XX功率","0","4","低压直流配电","性能采集机房2","1","遥测"
"发电机组","00713006000000201905","6200500005307000001","005307","2","输出线电压Uab","0","5","发电机组","性能采集机房2","1","遥测"
"发电机组","00713006000000201905","6200500005308000001","005308","2","输出线电压Ubc","0","5","发电机组","性能采集机房2","1","遥测"
"发电机组","00713006000000201905","6200500005309000001","005309","2","输出线电压Uca","0","5","发电机组","性能采集机房2","1","遥测"
"开关电源","00713006000000201906","6200600006301000001","006301","2","输入相电压Ua","0","6","开关电源","性能采集机房2","1","遥测"
"开关电源","00713006000000201906","6200600006302000001","006302","2","输入相电压Ub","0","6","开关电源","性能采集机房2","1","遥测"
"开关电源","00713006000000201906","6200600006303000001","006303","2","输入相电压Uc","0","6","开关电源","性能采集机房2","1","遥测"
"铅酸电池","00713006000000201907","6200700007301000001","007301","2","标示单体XX温度","0","7","铅酸电池","性能采集机房2","1","遥测"
"铅酸电池","00713006000000201907","6200700007302000001","007302","2","电池组总电压","0","7","铅酸电池","性能采集机房2","1","遥测"
"铅酸电池","00713006000000201907","6200700007303000001","007303","2","单体XX电压","0","7","铅酸电池","性能采集机房2","1","遥测"
"UPS设备","00713006000000201908","6200800008301000001","008301","2","输入线电压Uab","0","8","UPS设备","性能采集机房2","1","遥测"
"UPS设备","00713006000000201908","6200800008302000001","008302","2","输入线电压Ubc","0","8","UPS设备","性能采集机房2","1","遥测"
"UPS设备","00713006000000201908","6200800008303000001","008303","2","输入线电压Uca","0","8","UPS设备","性能采集机房2","1","遥测"
