deviceName,deviceID,meteID,meteCode,meteKind,meteName,meteNo,deviceType,deviceTypeName,roomName,meteType,meteKindName
"高压配电柜2025000000099","00713006000000202093","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房10","1","遥测"
"高压配电柜2025000000088","00713006000000202069","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房9","1","遥测"
"高压配电柜2025000000077","00713006000000202045","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房8","1","遥测"
"高压配电柜2025000000066","00713006000000202021","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房7","1","遥测"
"高压配电柜2025000000055","00713006000000201997","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房6","1","遥测"
"高压配电柜2025000000044","00713006000000201973","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房5","1","遥测"
"高压配电柜2025000000033","00713006000000201972","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房4","1","遥测"
"高压配电柜2025000000022","00713006000000201925","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房3","1","遥测"
"高压配电柜2025000000000","00713006000000201827","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房1","1","遥测"
"高压配电柜","00713006000000201901","6200100001304000001","001304","2","相电压Ua","0","1","高压配电","性能采集机房2","1","遥测"
"高压配电柜2025000000099","00713006000000202093","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房10","1","遥测"
"高压配电柜2025000000088","00713006000000202069","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房9","1","遥测"
"高压配电柜2025000000077","00713006000000202045","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房8","1","遥测"
"高压配电柜2025000000066","00713006000000202021","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房7","1","遥测"
"高压配电柜2025000000055","00713006000000201997","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房6","1","遥测"
"高压配电柜2025000000044","00713006000000201973","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房5","1","遥测"
"高压配电柜2025000000033","00713006000000201972","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房4","1","遥测"
"高压配电柜2025000000022","00713006000000201925","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房3","1","遥测"
"高压配电柜2025000000000","00713006000000201827","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房1","1","遥测"
"高压配电柜","00713006000000201901","6200100001307000001","001307","2","相电流Ia","0","1","高压配电","性能采集机房2","1","遥测"
"高压配电柜2025000000099","00713006000000202093","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房10","1","遥测"
"高压配电柜2025000000088","00713006000000202069","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房9","1","遥测"
"高压配电柜2025000000077","00713006000000202045","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房8","1","遥测"
"高压配电柜2025000000066","00713006000000202021","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房7","1","遥测"
"高压配电柜2025000000055","00713006000000201997","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房6","1","遥测"
"高压配电柜2025000000044","00713006000000201973","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房5","1","遥测"
"高压配电柜2025000000033","00713006000000201972","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房4","1","遥测"
"高压配电柜2025000000022","00713006000000201925","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房3","1","遥测"
"高压配电柜2025000000000","00713006000000201827","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房1","1","遥测"
"高压配电柜","00713006000000201901","6200100001311000001","001311","2","有功功率Pa","0","1","高压配电","性能采集机房2","1","遥测"
"低压交流配电2025000000099","00713006000000202094","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房10","1","遥测"
"低压交流配电2025000000088","00713006000000202070","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房9","1","遥测"
"低压交流配电2025000000077","00713006000000202046","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房8","1","遥测"
"低压交流配电2025000000066","00713006000000202022","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房7","1","遥测"
"低压交流配电2025000000055","00713006000000201998","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房6","1","遥测"
"低压交流配电2025000000044","00713006000000201974","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房5","1","遥测"
"低压交流配电2025000000033","00713006000000201949","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房4","1","遥测"
"低压交流配电2025000000022","00713006000000201926","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房3","1","遥测"
"低压交流配电2025000000000","00713006000000201828","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房1","1","遥测"
"低压交流配电","00713006000000201902","6200200002304000001","002304","2","A相功率因数","0","2","低压交流配电","性能采集机房2","1","遥测"
"低压交流配电2025000000099","00713006000000202094","6200200002307000001","002307","2","有功功率Pa","0","2","低压交流配电","性能采集机房10","1","遥测"
"低压交流配电2025000000088","00713006000000202070","6200200002307000001","002307","2","有功功率Pa","0","2","低压交流配电","性能采集机房9","1","遥测"
"低压交流配电2025000000077","00713006000000202046","6200200002307000001","002307","2","有功功率Pa","0","2","低压交流配电","性能采集机房8","1","遥测"
