deviceName,deviceID,meteID,meteCode,meteKind,meteName,meteNo,deviceType,deviceTypeName,roomName,meteType,meteKindName
"低压交流配电","00441006000000200644","6200200002101000001","002101","2","低压开关合闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200868","6200200002101000001","002101","2","低压开关合闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201092","6200200002101000001","002101","2","低压开关合闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201316","6200200002101000001","002101","2","低压开关合闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201540","6200200002101000001","002101","2","低压开关合闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200644","6200200002102000001","002102","2","低压开关分闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200868","6200200002102000001","002102","2","低压开关分闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201092","6200200002102000001","002102","2","低压开关分闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201316","6200200002102000001","002102","2","低压开关分闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201540","6200200002102000001","002102","2","低压开关分闸","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200644","6200200002103000001","002103","2","ATS合闸到I位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200868","6200200002103000001","002103","2","ATS合闸到I位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201092","6200200002103000001","002103","2","ATS合闸到I位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201316","6200200002103000001","002103","2","ATS合闸到I位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201540","6200200002103000001","002103","2","ATS合闸到I位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200644","6200200002104000001","002104","2","ATS合闸到II位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200868","6200200002104000001","002104","2","ATS合闸到II位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201092","6200200002104000001","002104","2","ATS合闸到II位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201316","6200200002104000001","002104","2","ATS合闸到II位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201540","6200200002104000001","002104","2","ATS合闸到II位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200644","6200200002105000001","002105","2","ATS合闸到O位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200868","6200200002105000001","002105","2","ATS合闸到O位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201092","6200200002105000001","002105","2","ATS合闸到O位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201316","6200200002105000001","002105","2","ATS合闸到O位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000201540","6200200002105000001","002105","2","ATS合闸到O位","0","2","低压交流配电","性能采集机房10_200快1","2","遥控"
"低压交流配电","00441006000000200644","6200200002301000001","002301","1","线电压Uab","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
"低压交流配电","00441006000000200868","6200200002301000001","002301","1","线电压Uab","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
"低压交流配电","00441006000000201092","6200200002301000001","002301","1","线电压Uab","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
"低压交流配电","00441006000000201316","6200200002301000001","002301","1","线电压Uab","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
"低压交流配电","00441006000000201540","6200200002301000001","002301","1","线电压Uab","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
"低压交流配电","00441006000000200644","6200200002302000001","002302","1","相电流Ia","0","2","低压交流配电","性能采集机房10_200快1","1","遥测"
